Method,img_label,linear_vel,angular_vel,pre_inflation,goal_dist,delta_goal_dist,moved_toward_goal,next_linear_vel:,next_angular_vel,max_vel_x,max_vel_theta,nr_pairs_,distance,robot_radius,final_inflation
RL,0,1.4264084717991173e-06,-0.0042205505066847905,0.07745501399040222,14.228674337155358,0.7712231694933305,1,1.9650464000453034,0.008891569208561885,2.0,3.14,785,0.01,0.01,0.1
RL,1,1.9650464000453034,0.008891569208561885,0.024255573749542236,12.973979825751657,1.2546945114037005,1,1.6527294072773921,-0.08695760437096703,1.9360413551330566,3.1024229526519775,800,0.07322779297828674,0.01,0.1
RL,2,1.6527294072773921,-0.08695760437096703,0.06767332553863525,12.196060797592839,0.7779190281588182,1,1.5290847135601868,-0.0007097285813827888,2.0,3.040109157562256,800,0.014468446373939514,0.01,0.1
RL,3,1.5290847135601868,-0.0007097285813827888,0.11453747749328613,11.238910249834507,0.9571505477583315,1,1.9006834413063498,-0.10708085709789077,1.9654172658920288,3.1367998123168945,750,0.023752033710479736,0.01,0.11453747749328613
RL,4,1.9006834413063498,-0.10708085709789077,0.08513817191123962,10.315020998943641,0.9238892508908663,1,1.7673097237516948,-0.049619971960625855,1.8366711139678955,3.14,766,0.08588036894798279,0.01,0.1
RL,5,1.7673097237516948,-0.049619971960625855,0.15607164800167084,9.335594924350012,0.9794260745936292,1,1.8855189098779463,-0.021820833832679173,1.9446899890899658,2.7343640327453613,603,0.011450245976448059,0.01,0.15607164800167084
RL,6,1.8855189098779463,-0.021820833832679173,0.10151071846485138,8.30742180394546,1.0281731204045528,1,1.9055345817664209,0.19812363670727512,1.9414206743240356,3.14,753,0.01,0.01571805775165558,0.10151071846485138
RL,7,1.9055345817664209,0.19812363670727512,0.08117157220840454,7.228137619106428,1.0792841848390315,1,1.9634373482029754,0.16137822289332487,2.0,2.966552734375,800,0.01,0.01,0.1
RL,8,1.9634373482029754,0.16137822289332487,0.07239881157875061,6.142083768552927,1.0860538505535011,1,1.967947082937638,0.09152387453986233,2.0,3.14,800,0.012757793068885803,0.01,0.1
RL,9,1.967947082937638,0.09152387453986233,0.03315725922584534,5.121875112532109,1.0202086560208175,1,1.9656090217048423,0.09555415373187108,2.0,3.1253747940063477,800,0.032060593366622925,0.01,0.1
