Method,img_label,linear_vel,angular_vel,pre_inflation,goal_dist,delta_goal_dist,moved_toward_goal,next_linear_vel:,next_angular_vel,max_vel_x,max_vel_theta,nr_pairs_,distance,robot_radius,final_inflation
RL,0,3.617958536156548e-06,0.005420492039915648,0.1082877367734909,14.335824792672108,0.6641759938628571,1,1.8470054859618144,0.01176557030601604,2.0,2.9110517501831055,772,0.01,0.01,0.1082877367734909
RL,1,1.8470054859618144,0.01176557030601604,0.15624123811721802,13.29996537857424,1.0358594140978674,1,1.6783173748705424,0.022725583709725435,2.0,3.0260226726531982,800,0.013248831033706665,0.01,0.15624123811721802
RL,2,1.6783173748705424,0.022725583709725435,0.12407714128494263,12.505234663102385,0.7947307154718555,1,1.0780137363648317,0.5141121911457124,2.0,3.14,800,0.024969369173049927,0.011153079569339752,0.12407714128494263
RL,3,1.0780137363648317,0.5141121911457124,0.0895741879940033,12.100747689714408,0.4044869733879768,1,0.7796887504575899,0.4882031915746309,2.0,2.9901506900787354,729,0.01,0.01,0.1
RL,4,0.2294756971196904,0.0021844624566530494,0.10336637496948242,11.931924998075981,0.03415257178732567,0,-0.008659638230462579,-0.0022866151671580297,2.0,3.14,800,0.06895279884338379,0.01,0.10336637496948242
RL,5,-0.008553021977659357,-0.0015606191152294998,0.12652163207530975,11.936171614563692,-0.0025319126681520032,0,0.02060694861157462,0.05204586452169827,1.73698091506958,3.094240665435791,713,0.01,0.01,0.12652163207530975
RL,6,0.02060694861157462,0.05204586452169827,0.08230340480804443,11.937687769471728,-0.001516154908035361,0,0.006111469982092227,0.004486260955239497,2.0,2.8773961067199707,727,0.03915661573410034,0.0166279599070549,0.1
RL,7,0.006111469982092227,0.004486260955239497,0.13012130558490753,11.936066990373286,0.0016207790984417159,0,0.020043378194923977,0.0034133716008555516,1.9349993467330933,3.14,692,0.013264551758766174,0.01,0.13012130558490753
RL,8,0.020043378194923977,0.0034133716008555516,0.047233760356903076,11.93473162954994,0.0013353608233455105,0,0.03774677632214979,0.08236455671298357,1.7977747917175293,2.9996414184570312,765,0.01,0.01,0.1
RL,9,0.03774677632214979,0.08236455671298357,0.1340665966272354,11.92198000353806,0.01275162601188029,0,0.03231446222902788,0.37970153541369667,1.7703243494033813,3.14,719,0.03324252367019653,0.01092328131198883,0.1340665966272354
RL,10,-0.10132491380545151,0.0027417062405418148,0.06239891052246094,12.021709889985628,-0.057852047223491354,-1,-0.10084697898473352,0.003176597971735223,2.0,3.14,657,0.01,0.01,0.1
RL,11,-0.10038963485825003,-0.0003989131643576928,0.09717005491256714,12.096526163827564,0.022445649612489404,0,0.3456501708503746,-0.03477617504752019,2.0,3.14,473,0.01,0.01,0.1
RL,12,0.3456501708503746,-0.03477617504752019,0.12138389050960541,11.904315851914042,0.1922103119135219,1,1.2952434233674515,0.005752581839588373,1.9033156633377075,3.0965356826782227,610,0.027791619300842285,0.01,0.12138389050960541
RL,13,1.2952434233674515,0.005752581839588373,0.1328447163105011,11.24805144959118,0.6562644023228614,1,1.3243345749640187,-0.04875747015175507,2.0,3.14,653,0.022230014204978943,0.01819424331188202,0.1328447163105011
RL,14,1.3243345749640187,-0.04875747015175507,0.0914807915687561,10.704480552938898,0.5435708966522821,1,1.016958268690567,-0.10159946397494372,2.0,2.890199661254883,800,0.01,0.0162365660071373,0.1
RL,15,1.016958268690567,-0.10159946397494372,0.060031890869140625,10.013288373587272,0.691192179351626,1,1.4891662095571663,-0.3780008515180131,1.8476910591125488,2.935861587524414,800,0.07110559940338135,0.01,0.1
RL,16,1.4891662095571663,-0.3780008515180131,0.1995682567358017,9.236144985897651,0.7771433876896214,1,1.4817783989039393,-0.1505700243526037,1.7489895820617676,3.14,800,0.03964477777481079,0.011389873921871185,0.1995682567358017
RL,17,1.4817783989039393,-0.1505700243526037,0.17510151863098145,8.424232219812305,0.8119127660853458,1,1.566652239371832,-0.09957425625255803,2.0,3.14,800,0.01,0.01,0.17510151863098145
RL,18,1.566652239371832,-0.09957425625255803,0.026162654161453247,7.572459961687374,0.8517722581249316,1,1.7208666915990258,-0.07832529206791251,2.0,2.8978374004364014,795,0.01,0.013870574533939362,0.1
RL,19,1.7208666915990258,-0.07832529206791251,0.1417754888534546,6.668063754991574,0.9043962066957993,1,1.6945698963187992,-0.0425205531871429,2.0,2.7665393352508545,787,0.01,0.022259771823883057,0.1417754888534546
RL,20,1.6945698963187992,-0.0425205531871429,-0.018619149923324585,5.796547533003252,0.8715162219883226,1,1.67649149759323,-0.043310858147244294,2.0,3.14,778,0.013491898775100708,0.01,0.1
RL,21,1.67649149759323,-0.043310858147244294,0.12886162102222443,4.915144010713957,0.8814035222892951,1,1.5568110678652518,-0.0346342154669546,1.7977187633514404,3.14,776,0.04307517409324646,0.01,0.12886162102222443
RL,0,9.475260092529591e-08,-0.011285435724313592,0.12238357961177826,14.243297246679653,0.7566023917521711,1,1.8506171123333153,-0.08161287388443772,1.9731783866882324,2.9235284328460693,775,0.01,0.019404053688049316,0.12238357961177826
RL,1,1.8506171123333153,-0.08161287388443772,0.1076240986585617,13.22461976216368,1.0186774845159725,1,1.582630398518904,0.4079112265808161,2.0,2.8815207481384277,800,0.01,0.016847848892211914,0.1076240986585617
RL,2,1.582630398518904,0.4079112265808161,0.14337792992591858,12.530964890363379,0.6936548718003017,1,1.1796705835940746,0.41181183862437726,2.0,3.0204436779022217,800,0.02960231900215149,0.01,0.14337792992591858
RL,3,1.1796705835940746,0.41181183862437726,0.0759221613407135,12.227972405136443,0.30299248522693567,1,0.24736955879101666,0.25455794515989716,2.0,3.14,748,0.01,0.031500089913606644,0.1
RL,4,0.24736955879101666,0.25455794515989716,0.08378180861473083,12.131032012889063,0.09694039224737949,1,0.05622141624710525,0.14695393957553793,1.7173523902893066,3.14,465,0.01,0.01,0.1
RL,5,-0.11557117450257186,-0.011604492988535988,0.17285631597042084,12.173062531466934,-0.01992461717848215,0,0.056325299333887725,0.17409955471883967,1.697445273399353,3.0785183906555176,702,0.01515701413154602,0.016437076032161713,0.17285631597042084
RL,6,0.056325299333887725,0.17409955471883967,0.1423720121383667,12.154968630000761,0.01809390146617318,0,-0.06033181108594167,0.0064561000000984,2.0,2.98726749420166,666,0.018068894743919373,0.016590438783168793,0.1423720121383667
RL,7,0.07815157732798454,0.10833418567663808,0.1017308384180069,12.118895614084677,0.058142995013271914,1,0.10729201278173452,-0.004631097555564161,1.9919276237487793,2.8816442489624023,770,0.01,0.01,0.1017308384180069
RL,8,0.10729201278173452,-0.004631097555564161,0.09555497765541077,11.754202502182677,0.3646931119019996,1,1.81794140742954,-0.004649178668866397,2.0,3.14,800,0.042595744132995605,0.018913261592388153,0.1
RL,9,1.81794140742954,-0.004649178668866397,0.1478094756603241,11.022321138293377,0.7318813638893005,1,1.745499479442362,-0.65353064257736,2.0,2.913778305053711,745,0.01,0.010397039353847504,0.1478094756603241
RL,10,1.745499479442362,-0.65353064257736,0.06544896960258484,10.192999362568305,0.8293217757250719,1,1.6217343509500957,-0.4928348647069198,1.9364488124847412,3.14,800,0.03670153021812439,0.01,0.1
RL,11,1.6217343509500957,-0.4928348647069198,0.12117810547351837,9.355011485585363,0.8379878769829414,1,1.6035060376575672,-0.09184145057917951,1.8757792711257935,3.14,800,0.019634142518043518,0.012857496738433838,0.12117810547351837
RL,12,1.6035060376575672,-0.09184145057917951,0.09282505512237549,8.496880707369684,0.8581307782156795,1,1.6041902538360213,-0.009400030724023265,2.0,3.14,800,0.021532312035560608,0.01,0.1
RL,13,1.6041902538360213,-0.009400030724023265,0.09029775857925415,7.664320196285303,0.832560511084381,1,1.6288526936039005,-0.0019169791486922817,1.8743221759796143,2.777036666870117,783,0.01,0.018786892294883728,0.1
RL,14,1.6288526936039005,-0.0019169791486922817,0.11221867799758911,6.764517548266863,0.89980264801844,1,1.6777930351780328,-0.017217603392406234,2.0,3.1172361373901367,799,0.01,0.015444740653038025,0.11221867799758911
RL,15,1.6777930351780328,-0.017217603392406234,0.04505053162574768,5.891033921279101,0.8734836269877615,1,1.685133141012504,-0.04075719176098284,2.0,3.14,764,0.01,0.01,0.1
RL,16,1.685133141012504,-0.04075719176098284,0.10449491441249847,5.020181403714517,0.8708525175645843,1,1.7025890841197757,-0.04047789620009505,2.0,2.8328042030334473,786,0.01,0.01,0.10449491441249847
