Method,img_label,linear_vel,angular_vel,pre_inflation,goal_dist,delta_goal_dist,moved_toward_goal,next_linear_vel:,next_angular_vel,max_vel_x,max_vel_theta,nr_pairs_,distance,robot_radius,final_inflation
RL,0,2.646707099746197e-06,0.0021463716872078082,0.10111229121685028,14.23283319553909,0.7671839586245035,1,1.91497671521784,-0.003024698491446252,2.0,3.028665065765381,772,0.059889450669288635,0.01,0.10111229121685028
RL,1,1.91497671521784,-0.003024698491446252,0.04563874006271362,13.211429785547118,1.0214034099919722,1,1.8883487837717439,0.01241783341298061,1.92020845413208,3.14,800,0.03909642994403839,0.010982044041156769,0.1
RL,2,1.8883487837717439,0.01241783341298061,0.08004528284072876,12.171674967229029,1.0397548183180891,1,1.9321029285975129,-0.1716140760189769,2.0,3.131192445755005,800,0.023259565234184265,0.01,0.1
RL,3,1.9321029285975129,-0.1716140760189769,0.046207308769226074,11.310922876329302,0.8607520908997266,1,1.6092538207146105,-0.1454000289281219,1.6610605716705322,3.14,800,0.01,0.01,0.1
RL,4,1.6092538207146105,-0.1454000289281219,0.12249186635017395,10.15698336205131,1.153939514277992,1,1.8064835304759912,-0.12258610038907049,1.8530004024505615,3.1134934425354004,788,0.010180100798606873,0.022204745560884476,0.12249186635017395
RL,5,1.8064835304759912,-0.12258610038907049,0.11079190671443939,9.148384280246912,1.0085990818043982,1,1.9545247261145111,0.04810984015773854,2.0,2.9821689128875732,776,0.01,0.01,0.11079190671443939
RL,6,1.9545247261145111,0.04810984015773854,0.07720977067947388,8.115819060644492,1.0325652196024198,1,1.9619228122914478,0.22029547122780394,2.0,3.14,784,0.03895832598209381,0.010651804506778717,0.1
RL,7,1.9619228122914478,0.22029547122780394,0.13147321343421936,7.194212291898398,0.921606768746094,1,1.7677708337518478,0.135222399252882,1.8055942058563232,2.9686903953552246,726,0.04003909230232239,0.016697540879249573,0.13147321343421936
RL,8,1.7677708337518478,0.135222399252882,0.185500368475914,6.181605330495998,1.0126069614024003,1,1.8968481822533767,0.10136532749010614,1.9344515800476074,3.14,781,0.01,0.013333119451999664,0.185500368475914
RL,9,1.8968481822533767,0.10136532749010614,0.10646145045757294,5.129543752571574,1.052061577924424,1,1.9594587126116605,0.061470240062800316,1.9953736066818237,3.14,800,0.01139974594116211,0.012808062136173248,0.10646145045757294
RL,10,1.9594587126116605,0.061470240062800316,0.0825929343700409,4.099544520768619,1.0299992318029547,1,2.0026453896235425,0.12333912889085363,2.0,3.1272153854370117,800,0.059441328048706055,0.011539772152900696,0.1
RL,0,1.0551658264014108e-06,-0.0052961623069849445,0.10477149486541748,14.280695935957986,0.7193401735026086,1,1.86416889678072,-0.0107351935017726,2.0,2.862819194793701,800,0.01,0.01,0.10477149486541748
RL,1,1.86416889678072,-0.0107351935017726,0.13428427278995514,13.227688819272757,1.0530071166852295,1,1.9706086270978802,0.011610199777426061,2.0,3.14,800,0.03459605574607849,0.021309226751327515,0.13428427278995514
RL,2,1.9706086270978802,0.011610199777426061,0.09705850481987,12.219417441781372,1.0082713774913845,1,1.804341670177664,-0.000666025744749964,1.8790462017059326,2.8334712982177734,800,0.01,0.01,0.1
RL,3,1.804341670177664,-0.000666025744749964,0.11915792524814606,11.209089345201047,1.0103280965803254,1,1.8918141636689625,0.006356115880136307,1.9618335962295532,2.962123394012451,779,0.01,0.018653053790330887,0.11915792524814606
RL,4,1.8918141636689625,0.006356115880136307,0.10218395292758942,10.21040848005629,0.9986808651447561,1,1.9331365799268567,-0.3849418059306087,2.0,2.8617782592773438,750,0.030308887362480164,0.01,0.10218395292758942
RL,5,1.9331365799268567,-0.3849418059306087,0.09726700186729431,9.224424454490297,0.985984025565994,1,1.9496917527424256,-0.017463387896666377,2.0,2.9903512001037598,800,0.01,0.020100217312574387,0.1
RL,6,1.9496917527424256,-0.017463387896666377,0.08909252285957336,8.166426263615518,1.0579981908747786,1,1.9604642750821761,0.20221188758970093,2.0,3.14,800,0.037128299474716187,0.01,0.1
RL,7,1.9604642750821761,0.20221188758970093,0.06143292784690857,7.194721163614569,0.9717051000009489,1,1.898091383617676,0.16517564906563575,1.9278455972671509,3.14,797,0.01,0.01,0.1
RL,8,1.898091383617676,0.16517564906563575,0.05997619032859802,6.223263263321112,0.9714579002934576,1,1.8842640644911464,0.1050641935823528,1.9162648916244507,2.6028122901916504,791,0.01,0.011760003864765167,0.1
RL,9,1.8842640644911464,0.1050641935823528,0.07645374536514282,5.208105922158232,1.0151573411628796,1,1.9646787872031033,0.07966594218690311,2.0,2.938802719116211,753,0.04563337564468384,0.01,0.1
RL,10,1.9646787872031033,0.07966594218690311,0.10599412024021149,4.212468356595493,0.9956375655627392,1,1.85400673485867,0.13454713652842543,1.8545249700546265,3.14,800,0.017471864819526672,0.016793563961982727,0.10599412024021149
RL,0,1.984212013721189e-06,0.0025789218446793123,0.0899890661239624,14.296989072797532,0.7030113308317762,1,1.8266597052777052,0.005151724584319253,1.9564493894577026,3.0696067810058594,752,0.01938501000404358,0.010694921016693115,0.1
RL,1,1.8266597052777052,0.005151724584319253,0.09531590342521667,13.053012181372234,1.243976891425298,1,1.8317943631684364,-0.006393678645038308,1.8629708290100098,3.14,800,0.026547998189926147,0.01,0.1
RL,2,1.8317943631684364,-0.006393678645038308,0.12992176413536072,12.024794328611621,1.028217852760612,1,1.9427800307391345,-0.057692182919615115,2.0,2.7535500526428223,751,0.01,0.020679105073213577,0.12992176413536072
RL,3,1.9427800307391345,-0.057692182919615115,0.09960711002349854,10.883973056508005,1.1408212721036168,1,1.887411374244465,-0.16397683162496254,1.9436109066009521,3.14,761,0.02635839581489563,0.01,0.1
RL,4,1.887411374244465,-0.16397683162496254,0.10139371454715729,9.8574947695332,1.026478286974804,1,1.9301941195233716,-0.09025900502932654,2.0,3.137124538421631,800,0.01,0.013535581529140472,0.10139371454715729
RL,5,1.9301941195233716,-0.09025900502932654,0.14485634863376617,8.906322606902691,0.9511721626305096,1,1.8713255084460947,0.14212104885685936,1.9169598817825317,3.14,800,0.01,0.01,0.14485634863376617
RL,6,1.8713255084460947,0.14212104885685936,0.046652376651763916,7.92389163179424,0.9824309751084508,1,1.9441594664460897,0.18405850495272907,1.974182367324829,3.14,800,0.01,0.016594886779785156,0.1
RL,7,1.9441594664460897,0.18405850495272907,0.05546778440475464,6.885390879476749,1.038500752317491,1,1.9490973257976636,0.1271158781677982,1.9830453395843506,2.986725330352783,800,0.01,0.020421046763658524,0.1
RL,8,1.9490973257976636,0.1271158781677982,0.17134004831314087,5.8710908596352525,1.0143000198414969,1,1.962995181342321,0.07621717401124926,2.0,3.14,757,0.028473839163780212,0.011657193303108215,0.17134004831314087
RL,9,1.962995181342321,0.07621717401124926,0.0530359148979187,4.8126003739729075,1.058490485662345,1,1.972363417826632,0.06915210445188964,2.0,2.8902013301849365,764,0.01,0.01,0.1
