Method,img_label,linear_vel,angular_vel,pre_inflation,goal_dist,delta_goal_dist,moved_toward_goal,next_linear_vel:,next_angular_vel,max_vel_x,max_vel_theta,nr_pairs_,distance,robot_radius,final_inflation
RL,0,-2.1967517984517747e-07,0.0013881641951844267,0.08743268251419067,14.336925422883683,0.6631010552609968,1,1.8123861056868744,-0.0005326079550590835,1.975205659866333,3.14,791,0.01,0.012661710381507874,0.1
RL,1,1.8123861056868744,-0.0005326079550590835,0.08429402112960815,13.375818781897289,0.9611066409863938,1,1.7996132633999795,0.2995319153823437,1.9479972124099731,2.811793088912964,800,0.01,0.01,0.1
RL,2,1.7996132633999795,0.2995319153823437,0.04292765259742737,12.590885548611631,0.784933233285658,1,1.2580854273416562,0.03718353140553888,2.0,2.9995527267456055,798,0.01,0.02457389608025551,0.1
RL,3,1.2580854273416562,0.03718353140553888,0.12099573016166687,11.792733385082158,0.7981521635294726,1,1.6758800134656946,-0.20571345015962617,1.9811978340148926,2.771162509918213,800,0.01,0.010554008185863495,0.12099573016166687
RL,4,1.6758800134656946,-0.20571345015962617,0.06600552797317505,11.046588126521517,0.7461452585606416,1,1.3554002842111978,-0.3231403379078494,2.0,3.038557529449463,800,0.04421408474445343,0.021541070193052292,0.1
RL,5,1.3554002842111978,-0.3231403379078494,0.162634015083313,10.244715309904915,0.8018728166166014,1,0.9031150715895042,0.1132638119222718,2.0,3.03743314743042,730,0.023300305008888245,0.01,0.162634015083313
RL,6,0.9031150715895042,0.1132638119222718,0.4325581192970276,10.139961425572004,0.10475388433291144,1,-0.016401996119527543,-0.3904475145873369,2.0,3.1145265102386475,425,0.01,0.03777974098920822,0.4325581192970276
RL,7,-0.016401996119527543,-0.3904475145873369,0.5740516185760498,9.978595375408512,0.16136605016349215,1,1.381088346245032,-0.005266548979491647,1.8618369102478027,2.599797248840332,431,0.020993918180465698,0.010787829756736755,0.5740516185760498
RL,8,1.381088346245032,-0.005266548979491647,0.5105862021446228,9.19664615931468,0.7819492160938317,1,1.5975891525206933,0.29006746322448995,2.0,2.9438347816467285,404,0.044137269258499146,0.012395322322845459,0.5105862021446228
RL,9,1.5975891525206933,0.29006746322448995,0.1661333292722702,8.396960214335756,0.7996859449789238,1,1.5506643138843956,0.19791401696315417,1.8847424983978271,2.93979811668396,741,0.036859795451164246,0.010150983929634094,0.1661333292722702
