key,count,score,avg_time,percent_vs_half
actor_169,474,0.1271643851863035,50.621523809523815,25.4328770372607
actor_200,559,0.12436416460638626,33.06102739726028,24.87283292127725
actor_240,762,0.12218809798622947,39.222136075949436,24.437619597245895
actor_291,900,0.12172149218802845,15.981662280701757,24.34429843760569
actor_222,755,0.12005410901049522,30.421318791946334,24.010821802099045
actor_66,525,0.11920475868742299,42.387421940928235,23.8409517374846
actor_270,900,0.1187134968243412,48.78070952380956,23.74269936486824
actor_112,518,0.11450391824654743,39.91363839285717,22.900783649309485
actor_223,852,0.11031110510954109,37.56550464396283,22.06222102190822
actor_252,741,0.11027354351978269,31.33323720930235,22.05470870395654
actor_89,554,0.10938663032607192,37.22563033175354,21.877326065214383
actor_87,508,0.10925738333296169,38.07784375000003,21.851476666592337
actor_245,627,0.10635725263075538,53.92676608187109,21.271450526151074
actor_180,450,0.10504909838048465,44.26810900473939,21.00981967609693
actor_298,887,0.10487703884015089,32.195916107382544,20.975407768030177
actor_129,544,0.10441952335246978,37.834666666666706,20.883904670493955
actor_268,833,0.10421200358213865,20.152383177570098,20.84240071642773
actor_278,348,0.10294022592657696,63.2312882882883,20.588045185315394
actor_204,471,0.10127025712018424,70.15772587060928,20.25405142403685
actor_244,408,0.10118025617349286,62.13265254237271,20.23605123469857
actor_98,481,0.10106861082955551,45.112665000000014,20.2137221659111
actor_272,876,0.09923671651543801,62.63054016064264,19.8473433030876
actor_62,429,0.09871322978869329,45.27490810810817,19.74264595773866
actor_294,803,0.09854419058815829,23.67000487804876,19.708838117631657
actor_188,526,0.09736856849073437,44.470136363636335,19.473713698146874
actor_211,314,0.09729148771886238,30.999920817254818,19.458297543772478
actor_29,304,0.09490742052898131,23.20912857142858,18.981484105796262
actor_292,534,0.09340069078559168,55.72939245283015,18.680138157118336
actor_242,900,0.09306941663307824,38.073516025640984,18.61388332661565
actor_165,508,0.09270436892308372,70.12703300330027,18.540873784616743
actor_197,535,0.09177096000433582,64.01741914191412,18.354192000867165
actor_262,825,0.09132878847043936,31.123612244897927,18.265757694087874
actor_111,479,0.08974477950966171,66.77383673469389,17.948955901932344
actor_277,542,0.08794914602107246,61.88981553398056,17.589829204214492
actor_217,900,0.0836915265422377,45.695430267062264,16.73830530844754
actor_288,678,0.08288186622134362,59.7572417218543,16.576373244268723
actor_289,503,0.0808030157196883,48.465815950920195,16.16060314393766
actor_2,493,0.07969725357753238,63.22360087719297,15.939450715506476
actor_293,782,0.07914725126911733,53.511003236245934,15.829450253823465
actor_224,707,0.0756546197395768,53.52743278688526,15.13092394791536
actor_266,900,0.07550871469532117,44.683090551181074,15.101742939064234
actor_276,864,0.07083288831134428,48.35205691056914,14.166577662268857
actor_214,900,0.06832809015608904,34.3839809523809,13.665618031217807
actor_58,469,0.06825293534314153,69.41134554973831,13.650587068628306
actor_290,820,0.06275497181641543,37.73436315789471,12.550994363283085
actor_271,742,0.06033624839773143,51.20647345132739,12.067249679546286
actor_255,455,0.05792382278341938,68.90912804878056,11.584764556683876
actor_284,785,0.0567077912250782,58.15206153846133,11.34155824501564
actor_281,900,0.05621481162741959,41.58397169811314,11.24296232548392
actor_283,900,0.05488976951513684,49.09717596566526,10.977953903027368
actor_241,501,0.053994656843380985,73.98050000000012,10.798931368676197
actor_243,791,0.052880364281100795,39.28858278145691,10.57607285622016
actor_207,503,0.05049112534822414,77.31689377475429,10.098225069644828
actor_231,873,0.04943395549184255,42.85755999645073,9.88679109836851
actor_260,610,0.04929470519623153,74.27170892018773,9.858941039246307
actor_49,529,0.04911749073982067,74.9753314917128,9.823498147964134
actor_219,824,0.04886551406092638,58.72983898305083,9.773102812185277
actor_254,654,0.04773375597513186,60.47122674418565,9.546751195026372
actor_118,704,0.04514224744324535,60.481234972677626,9.02844948864907
actor_237,900,0.035746204377817226,40.890539062500025,7.149240875563445
actor_192,494,0.03545570915854107,70.62929508196743,7.091141831708214
actor_275,858,0.033713858869015664,75.87281192660554,6.742771773803133
actor_246,755,0.0026490066225165563,81.57350000000022,0.5298013245033113
actor_99,1,0.0,,0.0
