Method,img_label,linear_vel,angular_vel,pre_inflation,goal_dist,delta_goal_dist,moved_toward_goal,next_linear_vel:,next_angular_vel,max_vel_x,max_vel_theta,nr_pairs_,nr_steps_,linear_stddev,angular_stddev,lambda,final_inflation
RL,12,-0.08529057564449628,-0.09368040347154687,0.4946759343147278,9.999096238194701,-0.040917707670431014,0,-0.08111134300381793,-0.023493657002187418,-0.3764920234680176,3.4400463104248047,410,38,0.14821350574493408,0.07068091630935669,0.02199999988079071,0.4946759343147278
RL,13,0.2993303988665905,-0.5057813312088864,0.6099420785903931,9.772611784010461,0.11971170670509501,1,0.25839780471103874,-0.7742082021644972,1.8637909889221191,3.5161705017089844,387,18,0.05240374803543091,0.16313429176807404,0.02199999988079071,0.6099420785903931
RL,14,0.25839780471103874,-0.7742082021644972,0.6181686520576477,9.778848046201244,-0.006236262190782327,0,-0.0715650679104,-0.4230207113182892,-0.12078219652175903,3.0857605934143066,415,17,0.16674692928791046,0.14689044654369354,0.02199999988079071,0.6181686520576477
RL,15,0.24563779675200698,-0.29344228827839,0.10600480437278748,9.701006223928802,0.029986556161075484,0,0.21755527643347106,-0.2891851290441188,1.941916584968567,3.442416191101074,749,22,0.14142830669879913,0.1495247185230255,0.02199999988079071,0.10600480437278748
RL,16,0.2369853691147976,-0.0053823855136792866,0.17426350712776184,9.686227344361743,-0.001623205189630994,0,-0.04545789852461062,-0.004459945819441603,-0.1420600414276123,3.257342576980591,378,21,0.058077361434698105,0.010530270636081696,0.02199999988079071,0.17426350712776184
RL,17,-0.04545789852461062,-0.004459945819441603,0.1766740083694458,9.68735576425496,-0.001128419893216659,0,-0.014524298415035197,0.001548375341958055,-0.026903390884399414,3.1703362464904785,395,18,0.05473766848444939,0.022501323372125626,0.02199999988079071,0.1766740083694458
RL,18,-0.13697475117351182,0.04268947782761578,0.5764108300209045,9.672678683523971,0.004777588766987861,0,-0.15175172947435872,0.61694458263588,-0.4534420967102051,3.395742893218994,424,21,0.05243740603327751,0.013626478612422943,0.02199999988079071,0.5764108300209045
RL,19,-0.0923682891492757,-0.30578069594876295,0.5658667683601379,9.68740519301773,-0.028124416719295553,0,0.15585555512749463,0.04087803187602272,0.6410138607025146,2.991220474243164,355,19,0.07139775156974792,0.037980783730745316,0.02199999988079071,0.5658667683601379
RL,20,0.15585555512749463,0.04087803187602272,0.6229923963546753,9.683409808001105,0.003995385016624553,0,-0.029522856687126255,-0.00020476899287439222,-0.05335080623626709,2.92130184173584,386,20,0.11980696022510529,0.013533957302570343,0.02199999988079071,0.6229923963546753
RL,21,0.16970563336810954,-0.6939383447812953,0.19877907633781433,9.713673095370726,0.005903378820439897,0,-0.03754758588118669,0.006018015504018075,-0.08320260047912598,3.2346487045288086,518,19,0.15582291781902313,0.032808151096105576,0.02199999988079071,0.19877907633781433
RL,22,-0.11745775539666625,0.20938770211369095,0.6374877691268921,9.605028989313432,0.03833970315701407,0,-0.12391146582366824,0.03552545337376341,-0.6943050622940063,2.9796266555786133,396,21,0.15533103048801422,0.09058720618486404,0.02199999988079071,0.6374877691268921
RL,23,0.24581043476222353,-0.7361054486221222,0.535212516784668,9.645223929553971,-0.04277247748928126,0,0.17936195287183318,-0.565324930102155,0.43913912773132324,3.126037120819092,384,20,0.05631287023425102,0.026549149304628372,0.02199999988079071,0.535212516784668
RL,24,0.45534108775481696,-0.5531996440406254,0.5679616332054138,10.209933580690784,-0.2819045205917661,-1,0.5551074121487807,-0.814042951723,1.9045718908309937,0.5326852798461914,470,18,0.054291561245918274,0.13720694184303284,0.02199999988079071,0.5679616332054138
RL,25,0.41892954282676653,-0.03708003333952747,0.0986960232257843,10.739820739913247,-0.17251036607029846,-1,0.442745635865899,-0.027516575118584633,1.9495047330856323,2.7990918159484863,432,19,0.06352973729372025,0.15367236733436584,0.02199999988079071,0.0986960232257843
RL,26,0.5788073648816286,-0.675757532556063,0.5925120711326599,11.224062877416301,-0.12930013211525093,-1,0.5909698674572511,-0.22755316424902045,1.7549270391464233,3.2771196365356445,461,20,0.15616953372955322,0.14231017231941223,0.02199999988079071,0.5925120711326599
RL,27,0.5872103243656865,-0.800482754299064,0.6439659595489502,11.179179805989374,0.14390688239125637,1,0.570104090463519,-0.9019531235880633,2.3257038593292236,2.9061272144317627,397,19,0.09674349427223206,0.15348845720291138,0.02199999988079071,0.6439659595489502
RL,28,0.570104090463519,-0.9019531235880633,0.6724051237106323,10.974608825909158,0.20457098008021646,1,0.3797983589507789,-0.26045655144897656,2.01926851272583,2.7576308250427246,403,20,0.06384782493114471,0.14193101227283478,0.02199999988079071,0.6724051237106323
RL,29,0.3797983589507789,-0.26045655144897656,0.6616287231445312,10.822183406949478,0.15242541895968031,1,0.30756449264712554,-0.9643189524342555,1.8089863061904907,2.940919876098633,797,19,0.045805539935827255,0.01830526441335678,0.02199999988079071,0.6616287231445312
RL,30,-0.12745101334498718,-0.16118807068101634,0.11151410639286041,10.767220861626843,0.15060830698282146,1,0.44560115900281283,-0.3831975356543687,2.132355213165283,3.1018333435058594,802,21,0.1576668620109558,0.14847183227539062,0.02199999988079071,0.11151410639286041
RL,31,0.44560115900281283,-0.3831975356543687,0.0961560606956482,10.47596999290657,0.2912508687202724,1,0.7690661304441987,-0.5824908950777641,2.4354493618011475,2.6895036697387695,748,18,0.07846677303314209,0.1569439172744751,0.02199999988079071,0.0961560606956482
RL,32,0.7690661304441987,-0.5824908950777641,0.6425085067749023,9.844902698432625,0.6310672944739455,1,1.124066151649228,1.0843762177923122,2.2573013305664062,2.9484128952026367,410,19,0.04947226494550705,0.1432732194662094,0.02199999988079071,0.6425085067749023
RL,33,1.124066151649228,1.0843762177923122,0.10556204617023468,9.21969308848709,0.6252096099455358,1,1.230867605812499,0.26621962013642586,2.1632261276245117,2.9990451335906982,789,22,0.049649678170681,0.037303198128938675,0.02199999988079071,0.10556204617023468
RL,34,1.230867605812499,0.26621962013642586,0.5617772340774536,8.568434435029975,0.6512586534571145,1,1.3775240126371655,0.017738294275467997,2.1106057167053223,3.214052677154541,367,19,0.06010852009057999,0.1602257490158081,0.02199999988079071,0.5617772340774536
RL,35,1.3775240126371655,0.017738294275467997,0.008265018463134766,7.895804892320877,0.6726295427090978,1,1.1758372370388868,0.001181387220569128,1.8471202850341797,1.5602185726165771,406,19,0.14824487268924713,0.026325002312660217,0.02199999988079071,0.008265018463134766
RL,36,1.1758372370388868,0.001181387220569128,0.6152603030204773,7.215947117264968,0.6798577750559085,1,1.2457445031012708,0.08738568924027823,1.9772151708602905,2.8984639644622803,409,20,0.14875257015228271,0.12324261665344238,0.02199999988079071,0.6152603030204773
RL,37,1.2457445031012708,0.08738568924027823,0.625505805015564,6.573095072698323,0.642852044566645,1,1.234050136089421,0.0012018993662826789,2.312248945236206,2.920647144317627,368,22,0.1477733850479126,0.13891924917697906,0.02199999988079071,0.625505805015564
RL,38,1.234050136089421,0.0012018993662826789,0.6228426694869995,5.9511784295783565,0.6219166431199667,1,1.155207882129903,-0.022655092287089826,1.9164624214172363,3.0983259677886963,453,21,0.1414867341518402,0.14354196190834045,0.02199999988079071,0.6228426694869995
RL,39,1.155207882129903,-0.022655092287089826,0.6762155294418335,5.342031205598057,0.6091472239802993,1,1.172901564604038,-0.01264391705852539,1.9504495859146118,3.0172410011291504,362,20,0.14545202255249023,0.14799398183822632,0.02199999988079071,0.6762155294418335
RL,40,1.172901564604038,-0.01264391705852539,0.5585017204284668,4.700897650655119,0.6411335549429378,1,1.216876163973526,-0.08071527171251724,1.9764142036437988,3.1275317668914795,454,19,0.16112962365150452,0.14230602979660034,0.02199999988079071,0.5585017204284668
RL,41,1.216876163973526,-0.08071527171251724,0.6363004446029663,4.065010276495984,0.6358873741591351,1,1.2368311343292817,-0.022975571803010957,2.0227267742156982,3.1542961597442627,405,21,0.15072137117385864,0.1450987011194229,0.02199999988079071,0.6363004446029663
